covariate_id,covariate_name,analysis_id,concept_id
21600565404,drug_era group: Osmotically acting laxatives,404,21600565
21600532404,drug_era group: DRUGS FOR CONSTIPATION,404,21600532
986417404,drug_era group: polyethylene glycol 3350,404,986417
21600712404,drug_era group: DRUGS USED IN DIABETES,404,21600712
1503297404,drug_era group: metformin,404,1503297
21601898404,"drug_era group: LIPID MODIFYING AGENTS, COMBINATIONS",404,21601898
21601864404,drug_era group: Fibrates,404,21601864
21601854404,"drug_era group: LIPID MODIFYING AGENTS, PLAIN",404,21601854
21601237404,drug_era group: CARDIOVASCULAR SYSTEM,404,21601237
21601853404,drug_era group: LIPID MODIFYING AGENTS,404,21601853
1551803404,drug_era group: fenofibrate,404,1551803
21600933404,drug_era group: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,404,21600933
21600932404,drug_era group: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,404,21600932
21600815404,drug_era group: Vitamin D and analogues,404,21600815
21600810404,"drug_era group: VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",404,21600810
1553610404,drug_era group: levocarnitine,404,1553610
21605146404,drug_era group: Antiinfectives,404,21605146
21605144404,drug_era group: OTOLOGICALS,404,21605144
21605205404,drug_era group: Corticosteroids and antiinfectives in combination,404,21605205
21602869404,drug_era group: First-generation cephalosporins,404,21602869
21602163404,"drug_era group: Corticosteroids, moderately potent, combinations with antibiotics",404,21602163
21602868404,drug_era group: OTHER BETA-LACTAM ANTIBACTERIALS,404,21602868
21602796404,drug_era group: ANTIBACTERIALS FOR SYSTEMIC USE,404,21602796
21602169404,"drug_era group: Corticosteroids, potent, combinations with antibiotics",404,21602169
21602159404,"drug_era group: Corticosteroids, weak, combinations with antibiotics",404,21602159
21601167404,drug_era group: IRRIGATING SOLUTIONS,404,21601167
21604635404,drug_era group: Benzodiazepine derivatives,404,21604635
21603440404,drug_era group: Other cough suppressants and expectorants,404,21603440
21603437404,drug_era group: Opium derivatives and expectorants,404,21603437
21605007404,drug_era group: RESPIRATORY SYSTEM,404,21605007
21603409404,drug_era group: Other cough suppressants,404,21603409
21603396404,drug_era group: Opium alkaloids and derivatives,404,21603396
21603365404,drug_era group: COUGH AND COLD PREPARATIONS,404,21603365
21601628404,drug_era group: Other agents for treatment of hemorrhoids and anal fissures for topical use,404,21601628
1119510404,drug_era group: dextromethorphan,404,1119510
21604840404,drug_era group: Other nervous system drugs,404,21604840
21604838404,drug_era group: OTHER NERVOUS SYSTEM DRUGS,404,21604838
21603436404,"drug_era group: COUGH SUPPRESSANTS AND EXPECTORANTS, COMBINATIONS",404,21603436
21604801404,drug_era group: OTHER NERVOUS SYSTEM DRUGS,404,21604801
21603395404,"drug_era group: COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",404,21603395
21601606404,drug_era group: AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,404,21601606
21604200404,drug_era group: Opioid anesthetics,404,21604200
21604182404,"drug_era group: ANESTHETICS, GENERAL",404,21604182
21604181404,drug_era group: ANESTHETICS,404,21604181
1154029404,drug_era group: fentanyl,404,1154029
21603367404,drug_era group: Expectorants,404,21603367
21604874404,drug_era group: Other agents against amoebiasis and other protozoal diseases,404,21604874
21602861404,"drug_era group: Combinations of penicillins, incl. beta-lactamase inhibitors",404,21602861
21602960404,"drug_era group: Combinations of sulfonamides and trimethoprim, incl. derivatives",404,21602960
1163944404,drug_era group: guaifenesin,404,1163944
21604849404,drug_era group: AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,404,21604849
21603366404,"drug_era group: EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",404,21603366
21602929404,drug_era group: SULFONAMIDES AND TRIMETHOPRIM,404,21602929
21602819404,drug_era group: Penicillins with extended spectrum,404,21602819
21601128404,drug_era group: Folic acid and derivatives,404,21601128
21601113404,drug_era group: Iron in other combinations,404,21601113
21601369404,drug_era group: Other viral vaccines,404,21601369
21604816404,drug_era group: DRUGS USED IN ADDICTIVE DISORDERS,404,21604816
718583404,drug_era group: nicotine,404,718583
21604817404,drug_era group: Drugs used in nicotine dependence,404,21604817
21604729404,drug_era group: Other antidepressants,404,21604729
703547404,drug_era group: trazodone,404,703547
21604444404,drug_era group: ANTICHOLINERGIC AGENTS,404,21604444
719174404,drug_era group: benztropine,404,719174
21604421404,drug_era group: Fatty acid derivatives,404,21604421
21604390404,drug_era group: ANTIEPILEPTICS,404,21604390
21604389404,drug_era group: ANTIEPILEPTICS,404,21604389
21604555404,drug_era group: Lithium,404,21604555
21602179404,"drug_era group: Corticosteroids, weak, other combinations",404,21602179
21600735404,"drug_era group: Insulins and analogues for injection, long-acting",404,21600735
21600728404,"drug_era group: Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",404,21600728
1502905404,drug_era group: insulin glargine,404,1502905
21600713404,drug_era group: INSULINS AND ANALOGUES,404,21600713
21600765404,drug_era group: Combinations of oral blood glucose lowering drugs,404,21600765
21600745404,drug_era group: Biguanides,404,21600745
21600744404,"drug_era group: BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",404,21600744
21601899404,drug_era group: HMG CoA reductase inhibitors in combination with other lipid modifying agents,404,21601899
21600934404,drug_era group: Amino acids and derivatives,404,21600934
21605204404,drug_era group: CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,404,21605204
21605145404,drug_era group: ANTIINFECTIVES,404,21605145
21603553404,drug_era group: Antibiotics,404,21603553
21605172404,drug_era group: Corticosteroids and antiinfectives in combination,404,21605172
21605171404,drug_era group: CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,404,21605171
21603552404,drug_era group: ANTIINFECTIVES,404,21603552
21602795404,drug_era group: ANTIINFECTIVES FOR SYSTEMIC USE,404,21602795
21602176404,"drug_era group: Corticosteroids, very potent, combinations with antibiotics",404,21602176
21602158404,"drug_era group: CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS",404,21602158
21600959404,drug_era group: BLOOD AND BLOOD FORMING ORGANS,404,21600959
21601168404,drug_era group: Antiinfectives,404,21601168
21601136404,drug_era group: BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,404,21601136
1786621404,drug_era group: cephalexin,404,1786621
708298404,drug_era group: midazolam,404,708298
21605181404,drug_era group: Analgesics and anesthetics,404,21605181
21604254404,drug_era group: OPIOIDS,404,21604254
21604253404,drug_era group: ANALGESICS,404,21604253
21605180404,drug_era group: OTHER OTOLOGICALS,404,21605180
21604269404,drug_era group: Phenylpiperidine derivatives,404,21604269
21600229404,drug_era group: Belladonna and derivatives in combination with analgesics,404,21600229
21600221404,drug_era group: Synthetic anticholinergic agents in combination with analgesics,404,21600221
21600220404,drug_era group: ANTISPASMODICS IN COMBINATION WITH ANALGESICS,404,21600220
753626404,drug_era group: propofol,404,753626
957797404,drug_era group: psyllium,404,957797
21605096404,drug_era group: LOCAL ANESTHETICS,404,21605096
21604228404,drug_era group: Amides,404,21604228
21602002404,"drug_era group: ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",404,21602002
21602746404,"drug_era group: Corticosteroids for systemic use, combinations",404,21602746
21602196404,drug_era group: ANTISEPTICS AND DISINFECTANTS,404,21602196
21600248404,"drug_era group: ANTIARRHYTHMICS, CLASS I AND III",404,21600248
21602202404,drug_era group: Biguanides and amidines,404,21602202
21602019404,drug_era group: Anesthetics for topical use,404,21602019
21603241404,"drug_era group: Anesthetics, local",404,21603241
21602003404,"drug_era group: ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",404,21602003
21600259404,"drug_era group: Antiarrhythmics, class Ib",404,21600259
989878404,drug_era group: lidocaine,404,989878
21603932404,drug_era group: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,404,21603932
21600960404,drug_era group: ANTITHROMBOTIC AGENTS,404,21600960
21601738404,"drug_era group: BETA BLOCKING AGENTS, OTHER COMBINATIONS",404,21601738
21600038404,drug_era group: Other agents for local oral treatment,404,21600038
1123698404,"drug_era group: Beta blocking agents, other combinations",404,1123698
1112807404,drug_era group: aspirin,404,1112807
21602745404,"drug_era group: CORTICOSTEROIDS FOR SYSTEMIC USE, COMBINATIONS",404,21602745
21600961404,drug_era group: ANTITHROMBOTIC AGENTS,404,21600961
21600003404,drug_era group: STOMATOLOGICAL PREPARATIONS,404,21600003
21600002404,drug_era group: STOMATOLOGICAL PREPARATIONS,404,21600002
21601903404,"drug_era group: HMG CoA reductase inhibitors, other combinations",404,21601903
1124957404,drug_era group: oxycodone,404,1124957
21604255404,drug_era group: Natural opium alkaloids,404,21604255
21603940404,drug_era group: Acetic acid derivatives and related substances,404,21603940
21603933404,"drug_era group: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",404,21603933
1125315404,drug_era group: acetaminophen,404,1125315
21604343404,drug_era group: Anilides,404,21604343
21604165404,drug_era group: Other drugs affecting bone structure and mineralization,404,21604165
21604157404,"drug_era group: Bisphosphonates, combinations",404,21604157
19095164404,drug_era group: cholecalciferol,404,19095164
21601108404,drug_era group: Iron in combination with folic acid,404,21601108
21604428404,drug_era group: Other antiepileptics,404,21604428
742267404,drug_era group: topiramate,404,742267
751412404,drug_era group: fluvoxamine,404,751412
21604709404,drug_era group: Selective serotonin reuptake inhibitors,404,21604709
766529404,drug_era group: haloperidol,404,766529
21604515404,drug_era group: Butyrophenone derivatives,404,21604515
21603057404,drug_era group: Nitrofuran derivatives,404,21603057
21603041404,drug_era group: OTHER ANTIBACTERIALS,404,21603041
920293404,drug_era group: nitrofurantoin,404,920293
21602627404,drug_era group: UROLOGICALS,404,21602627
924566404,drug_era group: tamsulosin,404,924566
21600583404,drug_era group: Enemas,404,21600583
21600533404,"drug_era group: Softeners, emollients",404,21600533
941258404,drug_era group: docusate,404,941258
21600081404,drug_era group: H2-receptor antagonists,404,21600081
953076404,drug_era group: famotidine,404,953076
21600046404,drug_era group: DRUGS FOR ACID RELATED DISORDERS,404,21600046
961047404,drug_era group: ranitidine,404,961047
21602391404,drug_era group: Imidazole derivatives,404,21602391
21602361404,"drug_era group: ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",404,21602361
21602360404,drug_era group: GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,404,21602360
21601919404,drug_era group: Imidazole and triazole derivatives,404,21601919
21601908404,drug_era group: ANTIFUNGALS FOR DERMATOLOGICAL USE,404,21601908
21600011404,drug_era group: Antiinfectives and antiseptics for local oral treatment,404,21600011
21603931404,drug_era group: MUSCULO-SKELETAL SYSTEM,404,21603931
21604016404,drug_era group: Antiinflammatory/antirheumatic agents in combination with corticosteroids,404,21604016
21600985404,drug_era group: Platelet aggregation inhibitors excl. heparin,404,21600985
21604015404,drug_era group: ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION,404,21604015
37003432404,"drug_era group: SARS-CoV-2 (COVID-19) vaccine, mRNA spike protein",404,37003432
21601278404,drug_era group: VACCINES,404,21601278
21601329404,drug_era group: VIRAL VACCINES,404,21601329
21604208404,drug_era group: Other general anesthetics,404,21604208
21604220404,"drug_era group: ANESTHETICS, LOCAL",404,21604220
21605097404,drug_era group: Local anesthetics,404,21605097
21601907404,drug_era group: DERMATOLOGICALS,404,21601907
21603274404,"drug_era group: Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",404,21603274
21603216404,drug_era group: THROAT PREPARATIONS,404,21603216
21603215404,drug_era group: THROAT PREPARATIONS,404,21603215
21601238404,drug_era group: CARDIAC THERAPY,404,21601238
21602189404,"drug_era group: Corticosteroids, potent, other combinations",404,21602189
21601617404,drug_era group: Local anesthetics,404,21601617
21601605404,drug_era group: VASOPROTECTIVES,404,21601605
21604147404,drug_era group: DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,404,21604147
21600800404,drug_era group: VITAMINS,404,21600800
21602667404,drug_era group: Alpha-adrenoreceptor antagonists,404,21602667
21602666404,drug_era group: DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,404,21602666
21602359404,drug_era group: GENITO URINARY SYSTEM AND SEX HORMONES,404,21602359
21601909404,drug_era group: ANTIFUNGALS FOR TOPICAL USE,404,21601909
1000632404,drug_era group: clotrimazole,404,1000632
43534842404,drug_era group: Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids,404,43534842
21605008404,drug_era group: NASAL PREPARATIONS,404,21605008
21603292404,drug_era group: Anticholinergics,404,21603292
21603282404,"drug_era group: OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",404,21603282
21603196404,drug_era group: Other nasal preparations,404,21603196
1112921404,drug_era group: ipratropium,404,1112921
21603248404,drug_era group: DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,404,21603248
21603311404,drug_era group: Selective beta-2-adrenoreceptor agonists,404,21603311
21603255404,drug_era group: Selective beta-2-adrenoreceptor agonists,404,21603255
1174888404,drug_era group: hydrocodone,404,1174888
21604036404,"drug_era group: Antiinflammatory preparations, non-steroids for topical use",404,21604036
21604035404,drug_era group: TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,404,21604035
21604034404,drug_era group: TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,404,21604034
21600360404,drug_era group: OTHER CARDIAC PREPARATIONS,404,21600360
1177480404,drug_era group: ibuprofen,404,1177480
21602429404,drug_era group: OTHER GYNECOLOGICALS,404,21602429
21601718404,drug_era group: BETA BLOCKING AGENTS AND OTHER DIURETICS,404,21601718
21601730404,"drug_era group: BETA BLOCKING AGENTS, THIAZIDES AND OTHER DIURETICS",404,21601730
21601724404,"drug_era group: Beta blocking agents, selective, and other diuretics",404,21601724
21601665404,drug_era group: BETA BLOCKING AGENTS,404,21601665
21601664404,drug_era group: BETA BLOCKING AGENTS,404,21601664
1314002404,drug_era group: atenolol,404,1314002
21601741404,drug_era group: Beta blocking agents and calcium channel blockers,404,21601741
21601733404,"drug_era group: Beta blocking agents, selective, thiazides and other diuretics",404,21601733
21601682404,"drug_era group: Beta blocking agents, selective",404,21601682
21601487404,"drug_era group: Thiazides, combinations with other drugs",404,21601487
21601541404,drug_era group: DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION,404,21601541
21601542404,drug_era group: Low-ceiling diuretics and potassium-sparing agents,404,21601542
21601709404,"drug_era group: Beta blocking agents, selective, and thiazides",404,21601709
21601701404,drug_era group: BETA BLOCKING AGENTS AND THIAZIDES,404,21601701
21600667404,drug_era group: ANTIDIARRHEAL MICROORGANISMS,404,21600667
21601079404,"drug_era group: Iron bivalent, oral preparations",404,21601079
1396131404,drug_era group: ferrous sulfate,404,1396131
1539403404,drug_era group: simvastatin,404,1539403
21601855404,drug_era group: HMG CoA reductase inhibitors,404,21601855
21602388404,drug_era group: Sulfonamides,404,21602388
21602882404,drug_era group: Second-generation cephalosporins,404,21602882
21603035404,drug_era group: COMBINATIONS OF ANTIBACTERIALS,404,21603035
1778162404,drug_era group: cefuroxime,404,1778162
21600858404,drug_era group: CALCIUM,404,21600858
21600801404,"drug_era group: MULTIVITAMINS, COMBINATIONS",404,21600801
21600859404,drug_era group: Calcium,404,21600859
21600802404,drug_era group: Multivitamins with minerals,404,21600802
21600064404,drug_era group: Calcium compounds,404,21600064
19035704404,drug_era group: calcium carbonate,404,19035704
725131404,drug_era group: mirtazapine,404,725131
21600680404,"drug_era group: ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",404,21600680
750982404,drug_era group: bupropion,404,750982
21600681404,drug_era group: Centrally acting antiobesity products,404,21600681
21600679404,"drug_era group: ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",404,21600679
21604499404,drug_era group: Phenothiazines with piperazine structure,404,21604499
752061404,drug_era group: prochlorperazine,404,752061
21604564404,drug_era group: ANXIOLYTICS,404,21604564
785788404,drug_era group: olanzapine,404,785788
21604565404,drug_era group: Benzodiazepine derivatives,404,21604565
21601195404,drug_era group: Electrolyte solutions,404,21601195
21600885404,drug_era group: Sodium,404,21600885
21600884404,drug_era group: OTHER MINERAL SUPPLEMENTS,404,21600884
21601160404,drug_era group: Solutions affecting the electrolyte balance,404,21601160
21601153404,drug_era group: I.V. SOLUTIONS,404,21601153
21605126404,drug_era group: Other ophthalmologicals,404,21605126
21605125404,drug_era group: OTHER OPHTHALMOLOGICALS,404,21605125
21601832404,"drug_era group: ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",404,21601832
21601801404,"drug_era group: ACE INHIBITORS, COMBINATIONS",404,21601801
21601780404,drug_era group: Calcium channel blockers and diuretics,404,21601780
21601455404,drug_era group: MAO inhibitors and diuretics,404,21601455
21601484404,"drug_era group: Thiazides, combinations with psycholeptics and/or analgesics",404,21601484
21601453404,"drug_era group: Alkaloids, excl. rauwolfia, in combination with diuretics",404,21601453
21600472404,drug_era group: Guanidine derivatives and diuretics,404,21600472
21600466404,drug_era group: Imidazoline receptor agonists in combination with diuretics,404,21600466
21600464404,drug_era group: Methyldopa and diuretics in combination,404,21600464
21601833404,drug_era group: Angiotensin II receptor blockers (ARBs) and diuretics,404,21601833
21601802404,drug_era group: ACE inhibitors and diuretics,404,21601802
21601779404,drug_era group: CALCIUM CHANNEL BLOCKERS AND DIURETICS,404,21601779
21601533404,drug_era group: Aldosterone antagonists,404,21601533
21600470404,drug_era group: Alpha-adrenoreceptor antagonists and diuretics,404,21600470
21600491404,drug_era group: ANTIEMETICS AND ANTINAUSEANTS,404,21600491
21600490404,drug_era group: ANTIEMETICS AND ANTINAUSEANTS,404,21600490
1000560404,drug_era group: ondansetron,404,1000560
21603446404,drug_era group: Aminoalkyl ethers,404,21603446
21604456404,drug_era group: Ethers chemically close to antihistamines,404,21604456
21605009404,drug_era group: DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,404,21605009
21603302404,drug_era group: ADRENERGICS FOR SYSTEMIC USE,404,21603302
21603249404,"drug_era group: ADRENERGICS, INHALANTS",404,21603249
1154343404,drug_era group: albuterol,404,1154343
21603966404,drug_era group: Propionic acid derivatives,404,21603966
21602464404,drug_era group: Antiinflammatory products for vaginal administration,404,21602464
21603246404,drug_era group: Other throat preparations,404,21603246
21602452404,drug_era group: OTHER GYNECOLOGICALS,404,21602452
21600363404,drug_era group: Other cardiac preparations,404,21600363
21601077404,drug_era group: ANTIANEMIC PREPARATIONS,404,21601077
21601078404,drug_era group: IRON PREPARATIONS,404,21601078
21600838404,"drug_era group: Ascorbic acid (vitamin C), combinations",404,21600838
21600835404,"drug_era group: ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",404,21600835
21600668404,drug_era group: Antidiarrheal microorganisms,404,21600668
21600600404,"drug_era group: ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",404,21600600
21603036404,drug_era group: Combinations of antibacterials,404,21603036
21600673404,drug_era group: Other antidiarrheals,404,21600673
21600672404,drug_era group: OTHER ANTIDIARRHEALS,404,21600672
21600857404,drug_era group: MINERAL SUPPLEMENTS,404,21600857
21600068404,"drug_era group: Combinations and complexes of aluminium, calcium and magnesium compounds",404,21600068
21600047404,drug_era group: ANTACIDS,404,21600047
705103404,drug_era group: lamotrigine,404,705103
715939404,drug_era group: escitalopram,404,715939
21603444404,drug_era group: ANTIHISTAMINES FOR SYSTEMIC USE,404,21603444
21602143404,"drug_era group: CORTICOSTEROIDS, COMBINATIONS WITH ANTISEPTICS",404,21602143
2212093701,"measurement: Comprehensive metabolic panel This panel must include the following: Albumin (82040) Bilirubin, total (82247) Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Phosphatase, alkaline (84075) Pot",701,2212093
2212095701,"measurement: Lipid panel This panel must include the following: Cholesterol, serum, total (82465) Lipoprotein, direct measurement, high density cholesterol (HDL cholesterol) (83718) Triglycerides (84478)",701,2212095
2212121701,measurement: Lithium,701,2212121
2212392701,measurement: Hemoglobin; glycosylated (A1C),701,2212392
2212451701,"measurement: Lipoprotein, direct measurement; LDL cholesterol",701,2212451
2212648701,"measurement: Blood count; complete (CBC), automated (Hgb, Hct, RBC, WBC and platelet count) and automated differential WBC count",701,2212648
2212762701,measurement: C-reactive protein; high sensitivity (hsCRP),701,2212762
44816350701,measurement: Clozapine,701,44816350
2212539701,measurement: Prolactin,701,2212539
2212090701,"measurement: Basic metabolic panel (Calcium, total) This panel must include the following: Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Potassium (84132) Sodium (84295) Urea nitrogen (BUN) (84520)",701,2212090
2212166701,"measurement: Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; automated, with microscopy",701,2212166
2212188701,"measurement: Albumin; urine (eg, microalbumin), quantitative",701,2212188
2212223701,measurement: Beta-2 microglobulin,701,2212223
2212238701,"measurement: Vitamin D; 25 hydroxy, includes fraction(s), if performed",701,2212238
2212241701,measurement: Calcium; total,701,2212241
2212295701,measurement: Creatinine; other source,701,2212295
2212360701,"measurement: Glucose; blood, reagent strip",701,2212360
2212507701,measurement: Parathormone (parathyroid hormone),701,2212507
2212523701,measurement: Phosphorus inorganic (phosphate),701,2212523
2212545701,"measurement: Protein, total, except by refractometry; urine",701,2212545
2212593701,measurement: Thyroid stimulating hormone (TSH),701,2212593
2212649701,"measurement: Blood count; complete (CBC), automated (Hgb, Hct, RBC, WBC and platelet count)",701,2212649
2212996701,"measurement: Culture, bacterial; quantitative colony count, urine",701,2212996
2213087701,"measurement: Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; hepatitis B surface antigen",701,2213087
2213215701,"measurement: Cytopathology, concentration technique, smears and interpretation (eg, Saccomanno technique)",701,2213215
2213288701,"measurement: Special stain including interpretation and report; Group II, all other (eg, iron, trichrome), except stain for microorganisms, stains for enzyme constituents, or immunocytochemistry and immunohistochemistry",701,2213288
2212168701,"measurement: Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; automated, without microscopy",701,2212168
2213330701,"measurement: Crystal identification by light microscopy with or without polarizing lens analysis, tissue or any body fluid (except urine)",701,2213330
2212337701,measurement: Folic acid; serum,701,2212337
2212381701,measurement: Haptoglobin; quantitative,701,2212381
2212421701,measurement: Iron,701,2212421
2212422701,measurement: Iron binding capacity,701,2212422
2212428701,"measurement: Lactate dehydrogenase (LD), (LDH)",701,2212428
2212441701,measurement: Lipase,701,2212441
2212453701,measurement: Magnesium,701,2212453
2212531701,"measurement: Potassium; serum, plasma or whole blood",701,2212531
2212605701,"measurement: Troponin, quantitative",701,2212605
2212654701,"measurement: Blood count; reticulocyte, automated",701,2212654
2212659701,"measurement: Blood smear, peripheral, interpretation by physician with written report",701,2212659
2212761701,measurement: C-reactive protein,701,2212761
2618147701,"measurement: Alcohol and/or other drug testing: collection and handling only, specimens other than blood",701,2618147
4046263701,measurement: Enzyme measurement,701,4046263
2212825701,"measurement: Tuberculosis test, cell mediated immunity antigen response measurement; gamma interferon",701,2212825
2212835701,"measurement: Syphilis test, non-treponemal antibody; qualitative (eg, VDRL, RPR, ART)",701,2212835
2212880701,"measurement: Antibody; herpes simplex, type 2",701,2212880
2213115701,"measurement: Infectious agent detection by nucleic acid (DNA or RNA); Chlamydia trachomatis, amplified probe technique",701,2213115
40757049701,measurement: Antibody; Treponema pallidum,701,40757049
44816441701,"measurement: Infectious agent detection by nucleic acid (DNA or RNA); Trichomonas vaginalis, amplified probe technique",701,44816441
2212294701,measurement: Creatinine; blood,701,2212294
2212591701,measurement: Thyroxine; free,701,2212591
2212845701,measurement: Antibody; Borrelia burgdorferi (Lyme disease),701,2212845
