"concept_id","concept_name","domain_id","vocabulary_id","concept_class_id","standard_concept","concept_code","valid_start_date","valid_end_date","invalid_reason"
45100236,"clozapine 150 MG Disintegrating Oral Tablet [Fazaclo]","Drug","NDC","11-digit NDC",,"18860010510","2010-09-01","2099-12-31",
44855980,"clozapine 12.5 MG Disintegrating Oral Tablet","Drug","NDC","11-digit NDC",,"00093301101","2012-09-01","2021-04-01","D"
44432104,"clozapine 25 MG Disintegrating Oral Tablet","Drug","NDC","11-digit NDC",,"00093541784","2017-09-01","2099-12-31",
44445460,"clozapine 25 MG Oral Tablet [Clozaril]","Drug","NDC","11-digit NDC",,"69809012605","2016-07-01","2099-12-31",
44422660,"Clozapine 25 MG Oral Tablet","Drug","NDC","11-digit NDC",,"00591252805","2016-02-01","2019-02-01","D"
36478660,"clozapine 50 MG Oral Tablet","Drug","NDC","11-digit NDC",,"51862027205","2017-11-01","2099-12-31",
36391494,"clozapine 100 MG Oral Tablet","Drug","NDC","11-digit NDC",,"51862090201","2020-11-01","2099-12-31",
44417093,"clozapine 25 MG Disintegrating Oral Tablet","Drug","NDC","11-digit NDC",,"00093541719","2017-09-01","2099-12-31",
36197219,"clozapine 100 MG Oral Tablet","Drug","NDC","11-digit NDC",,"60687041501","2018-10-01","2099-12-31",
45006114,"lurasidone hydrochloride 60 MG Oral Tablet [Latuda]","Drug","NDC","11-digit NDC",,"63402030601","2013-08-01","2099-12-31",
45605476,"Nicotine dependence, chewing tobacco, in remission","Condition","ICD10CM","6-char billing code",,"F17.221","1970-01-01","2099-12-31",
1571934,"Tobacco use disorder complicating pregnancy, childbirth, and the puerperium","Condition","ICD10CM","5-char nonbill code",,"O99.33","2012-01-01","2099-12-31",
953352,"Patients with an active diagnosis or history of cancer (except basal cell and squamous cell skin carcinoma), patients who are heavy tobacco smokers, lung cancer screening patients","Observation","HCPCS","HCPCS","S","M1018","2019-01-01","2099-12-31",
1314465,"Most recent tobacco status is not tobacco free","Observation","HCPCS","HCPCS","S","G9792","2017-01-01","2099-12-31",
2101868,"Tobacco use assessed (CAD, CAP, COPD, PV) (DM)","Observation","CPT4","CPT4","S","1000F","2005-01-19","2099-12-31",
2514535,"Smoking and tobacco use cessation counseling visit; intensive, greater than 10 minutes","Procedure","CPT4","CPT4","S","99407","2008-04-01","2099-12-31",
40756893,"Patient screened for tobacco use and received tobacco cessation intervention (counseling, pharmacotherapy, or both), if identified as a tobacco user (PV, CAD)","Observation","CPT4","CPT4","S","4004F","2010-04-03","2099-12-31",
42742406,"Current tobacco non-smoker and not currently exposed to secondhand smoke (Asthma)","Observation","CPT4","CPT4","S","1033F","2012-05-07","2099-12-31",
45551416,"Toxic effect of other tobacco and nicotine, accidental (unintentional), subsequent encounter","Condition","ICD10CM","7-char billing code",,"T65.291D","1970-01-01","2099-12-31",
45551417,"Toxic effect of other tobacco and nicotine, assault, subsequent encounter","Condition","ICD10CM","7-char billing code",,"T65.293D","1970-01-01","2099-12-31",
45565769,"Toxic effect of tobacco cigarettes, intentional self-harm, sequela","Condition","ICD10CM","7-char billing code",,"T65.222S","1970-01-01","2099-12-31",
45565770,"Toxic effect of other tobacco and nicotine, assault, initial encounter","Condition","ICD10CM","7-char billing code",,"T65.293A","1970-01-01","2099-12-31",
45585165,"Toxic effect of chewing tobacco, undetermined, initial encounter","Condition","ICD10CM","7-char billing code",,"T65.214A","1970-01-01","2099-12-31",
45604480,"Toxic effect of chewing tobacco, intentional self-harm, subsequent encounter","Condition","ICD10CM","7-char billing code",,"T65.212D","1970-01-01","2099-12-31",
45609260,"Toxic effect of chewing tobacco, assault, initial encounter","Condition","ICD10CM","7-char billing code",,"T65.213A","1970-01-01","2099-12-31",
937685,"Patient screened for tobacco use and identified as a tobacco non-user","Observation","HCPCS","HCPCS","S","G9903","2018-01-01","2099-12-31",
2108525,"Tobacco use cessation intervention, counseling (COPD, CAP, CAD, Asthma) (DM) (PV)","Observation","CPT4","CPT4","S","4000F","2005-01-19","2099-12-31",
4103418,"Tobacco dependence in remission","Condition","SNOMED","Clinical Finding","S","191889006","2002-01-31","2099-12-31",
40664492,"Smoking and tobacco cessation counseling visit for the asymptomatic patient; intensive, greater than 10 minutes","Procedure","HCPCS","HCPCS",,"G0437","2011-01-01","2018-12-31","D"
45537659,"Occupational exposure to environmental tobacco smoke","Observation","ICD10CM","5-char billing code",,"Z57.31","1970-01-01","2099-12-31",
45551415,"Toxic effect of tobacco cigarettes, undetermined, subsequent encounter","Condition","ICD10CM","7-char billing code",,"T65.224D","1970-01-01","2099-12-31",
45560971,"Toxic effect of tobacco cigarettes, intentional self-harm, subsequent encounter","Condition","ICD10CM","7-char billing code",,"T65.222D","1970-01-01","2099-12-31",
45571743,"Nicotine dependence, other tobacco product, in remission","Condition","ICD10CM","6-char billing code",,"F17.291","1970-01-01","2099-12-31",
45575488,"Toxic effect of tobacco cigarettes, undetermined, sequela","Condition","ICD10CM","7-char billing code",,"T65.224S","1970-01-01","2099-12-31",
45575489,"Toxic effect of other tobacco and nicotine, assault, sequela","Condition","ICD10CM","7-char billing code",,"T65.293S","1970-01-01","2099-12-31",
45585163,"Toxic effect of chewing tobacco, accidental (unintentional), initial encounter","Condition","ICD10CM","7-char billing code",,"T65.211A","1970-01-01","2099-12-31",
45585168,"Toxic effect of other tobacco and nicotine, accidental (unintentional), sequela","Condition","ICD10CM","7-char billing code",,"T65.291S","1970-01-01","2099-12-31",
45589998,"Toxic effect of chewing tobacco, undetermined, sequela","Condition","ICD10CM","7-char billing code",,"T65.214S","1970-01-01","2099-12-31",
45604481,"Toxic effect of chewing tobacco, intentional self-harm, sequela","Condition","ICD10CM","7-char billing code",,"T65.212S","1970-01-01","2099-12-31",
45604482,"Toxic effect of tobacco cigarettes, accidental (unintentional), subsequent encounter","Condition","ICD10CM","7-char billing code",,"T65.221D","1970-01-01","2099-12-31",
45609261,"Toxic effect of other tobacco and nicotine, accidental (unintentional), initial encounter","Condition","ICD10CM","7-char billing code",,"T65.291A","1970-01-01","2099-12-31",
915623,"Received instruction from the anesthesiologist or proxy prior to the day of surgery to abstain from smoking on the day of surgery","Observation","HCPCS","HCPCS","S","G9497","2016-01-01","2099-12-31",
2617959,"Smoking cessation counseling, individual, in the absence of or in addition to any other evaluation and management service, per session (6-10 minutes) [demo project code only]","Procedure","HCPCS","HCPCS","S","G9016","2001-01-01","2099-12-31",
2721265,"Smoking cessation gum","Drug","HCPCS","HCPCS","S","S4995","2002-04-01","2099-12-31",
2721431,"Smoking cessation treatment","Procedure","HCPCS","HCPCS",,"S9075","2000-01-01","2011-06-30",
36249641,"Smoking Cessation 12 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet","Drug","RxNorm","Clinical Drug","S","1801289","2016-08-01","2099-12-31",
44872944,"Smoking Cessation 12 HR Bupropion Hydrochloride 150 MG Extended Release Oral Tablet [Buproban]","Drug","NDC","11-digit NDC",,"00093570301","2010-08-01","2019-04-01","D"
44960816,"Smoking Cessation 12 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet","Drug","NDC","11-digit NDC",,"00781516960","2016-08-01","2099-12-31",
46273821,"Smoking cessation therapy","Procedure","SNOMED","Procedure","S","710081004","2015-07-31","2099-12-31",
709833,"Oncology (lung), mass spectrometric analysis of galectin-3-binding protein and scavenger receptor cysteine-rich type 1 protein M130, with five clinical risk factors (age, smoking status, nodule diameter, nodule-spiculation status and nodule location), uti","Procedure","CPT4","CPT4","S","0080U","2020-05-04","2099-12-31",
915749,"Patients who abstained from smoking prior to anesthesia on the day of surgery or procedure","Observation","HCPCS","HCPCS","S","G9644","2016-01-01","2099-12-31",
4021160,"Smoking cessation education","Procedure","SNOMED","Procedure","S","225323000","2002-01-31","2099-12-31",
42742404,"Smoking status and exposure to second hand smoke in the home assessed (Asthma)","Observation","CPT4","CPT4","S","1031F","2012-05-07","2099-12-31",
1218899,"ziprasidone 20 MG Oral Capsule [Geodon]","Drug","NDC","11-digit NDC",,"00049035260","2021-12-01","2099-12-31",
44974601,"ziprasidone 40 MG Oral Capsule [Geodon]","Drug","NDC","11-digit NDC",,"00049397060","2007-06-01","2099-12-31",
45042443,"olanzapine 15 MG Oral Tablet [Zyprexa]","Drug","NDC","11-digit NDC",,"00002441530","2007-06-01","2099-12-31",
45059574,"olanzapine 2.5 MG Oral Tablet [Zyprexa]","Drug","NDC","11-digit NDC",,"00002411230","2007-06-01","2099-12-31",
45110576,"olanzapine 20 MG Oral Tablet [Zyprexa]","Drug","NDC","11-digit NDC",,"00002442030","2007-06-01","2099-12-31",
45195632,"olanzapine 10 MG Disintegrating Oral Tablet [Zyprexa]","Drug","NDC","11-digit NDC",,"00002445401","2008-03-01","2099-12-31",
45213326,"ziprasidone 20 MG Oral Capsule [Geodon]","Drug","NDC","11-digit NDC",,"00049396041","2007-06-01","2099-12-31",
45281741,"ziprasidone 60 MG Oral Capsule [Geodon]","Drug","NDC","11-digit NDC",,"00049005660","2013-12-01","2099-12-31",
45349490,"olanzapine 10 MG Disintegrating Oral Tablet [Zyprexa]","Drug","NDC","11-digit NDC",,"00002445485","2008-08-01","2099-12-31",
45366440,"olanzapine 5 MG Disintegrating Oral Tablet [Zyprexa]","Drug","NDC","11-digit NDC",,"00002445385","2008-08-01","2099-12-31",
1218902,"ziprasidone 80 MG Oral Capsule [Geodon]","Drug","NDC","11-digit NDC",,"00049035860","2021-12-01","2099-12-31",
19128379,"olanzapine 20 MG Disintegrating Oral Tablet [Zyprexa]","Drug","RxNorm","Branded Drug","S","754505","2008-03-02","2099-12-31",
44855536,"ziprasidone 20 MG Oral Capsule [Geodon]","Drug","NDC","11-digit NDC",,"00049005260","2013-12-01","2099-12-31",
45059576,"olanzapine 15 MG Oral Tablet [Zyprexa]","Drug","NDC","11-digit NDC",,"00002441533","2007-06-01","2016-09-01","D"
45076633,"olanzapine 5 MG Disintegrating Oral Tablet [Zyprexa]","Drug","NDC","11-digit NDC",,"00002445301","2008-03-01","2099-12-31",
37592955,"Clozapine 50 MG Oral Tablet [Clozapin Glenmark] by Glenmark","Drug","RxNorm Extension","Marketed Product","S","OMOP4782396","2019-01-17","2099-12-31",
40847965,"Clozapine 200 MG Oral Tablet [Clozapin Sandoz] Box of 50","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2045927","2017-08-24","2099-12-31",
41137087,"Clozapine 50 MG Oral Tablet [LEPONEX] Box of 100 by Mylan","Drug","RxNorm Extension","Marketed Product","S","OMOP2335049","2017-08-24","2099-12-31",
40847979,"Clozapine 25 MG Oral Tablet [Clozapin Hexal] Box of 100","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2045941","2017-08-24","2099-12-31",
41034881,"Clozapine 200 MG Oral Tablet [Clozapin Sandoz]","Drug","RxNorm Extension","Branded Drug","S","OMOP2232843","2017-08-24","2099-12-31",
43277224,"Clozapine 25 MG Oral Tablet [Closyn]","Drug","RxNorm Extension","Branded Drug","S","OMOP528931","2017-08-24","2099-12-31",
21064927,"Clozapine 25 MG Oral Tablet [Clozaril] Box of 100","Drug","RxNorm Extension","Branded Drug Box","S","OMOP410064","2017-08-24","2099-12-31",
40972397,"Clozapine 200 MG Oral Tablet [Clozapin Ct] Box of 100","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2170359","2017-08-24","2099-12-31",
41137085,"Clozapine 25 MG Oral Tablet [Elcrit] Box of 100 by Pfizer","Drug","RxNorm Extension","Marketed Product","S","OMOP2335047","2017-08-24","2099-12-31",
41003776,"Clozapine 50 MG Oral Tablet [Clozapin Neuraxpharm]","Drug","RxNorm Extension","Branded Drug","S","OMOP2201738","2017-08-24","2099-12-31",
36504589,"Clozapine 100 MG Oral Tablet by Glenmark","Drug","RxNorm Extension","Marketed Product","S","OMOP4835123","2019-09-04","2099-12-31",
43729106,"Clozapine 50 MG Oral Tablet [Clozapin Beta] by Betapharm","Drug","RxNorm Extension","Marketed Product","S","OMOP948070","2017-08-24","2099-12-31",
41003769,"Clozapine 100 MG Oral Tablet [Clozapin Tad] Box of 100","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2201731","2017-08-24","2099-12-31",
41230754,"Clozapine 25 MG Oral Tablet [Clozapin Ratiopharm] Box of 20 by Ratiopharm","Drug","RxNorm Extension","Marketed Product","S","OMOP2428716","2017-08-24","2099-12-31",
41105659,"Clozapine 50 MG Oral Tablet [Clozapin Ratiopharm] Box of 100 by Ratiopharm","Drug","RxNorm Extension","Marketed Product","S","OMOP2303621","2017-08-24","2099-12-31",
41304867,"Clozapine 200 MG Oral Tablet Box of 20","Drug","RxNorm Extension","Clinical Drug Box","S","OMOP2502829","2017-08-24","2099-12-31",
40887239,"Clozapine 100 MG Oral Tablet Box of 96 by Neuraxpharm","Drug","RxNorm Extension","Marketed Product","S","OMOP2085201","2017-08-24","2099-12-31",
40744039,"Clozapine 25 MG Oral Tablet [Clozaril] Box of 28 by Mylan","Drug","RxNorm Extension","Marketed Product","S","OMOP4713198","2018-06-04","2099-12-31",
40847975,"Clozapine 100 MG Oral Tablet [Clozapin Dura] Box of 100","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2045937","2017-08-24","2099-12-31",
41292615,"Clozapine 50 MG Oral Tablet [Clozapin Abz] Box of 50 by AbZ-Pharma","Drug","RxNorm Extension","Marketed Product","S","OMOP2490577","2017-08-24","2099-12-31",
43783174,"Clozapine 25 MG Oral Tablet [Clozapin Ratiopharm] by Ratiopharm","Drug","RxNorm Extension","Marketed Product","S","OMOP948128","2017-08-24","2099-12-31",
43711141,"Clozapine 25 MG Oral Tablet [Clozapin Beta] by Betapharm","Drug","RxNorm Extension","Marketed Product","S","OMOP948141","2017-08-24","2099-12-31",
40910096,"Clozapine 100 MG Oral Tablet [Clozapin Beta] Box of 20","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2108058","2017-08-24","2099-12-31",
43162237,"Clozapine 100 MG Oral Tablet [LEPONEX] Box of 14","Drug","RxNorm Extension","Branded Drug Box","S","OMOP494413","2017-08-24","2099-12-31",
40887232,"Clozapine 100 MG Oral Tablet [Clozapin Neuraxpharm] Box of 250 by Neuraxpharm","Drug","RxNorm Extension","Marketed Product","S","OMOP2085194","2017-08-24","2099-12-31",
41105652,"Clozapine 100 MG Oral Tablet [LEPONEX] Box of 100 by Cc","Drug","RxNorm Extension","Marketed Product","S","OMOP2303614","2017-08-24","2099-12-31",
37592957,"Clozapine 25 MG Oral Tablet [Clozapin Glenmark]","Drug","RxNorm Extension","Branded Drug","S","OMOP4782398","2019-01-17","2099-12-31",
2040362,"clozapine 200 MG Oral Tablet [CLZAPINE]","Drug","RxNorm Extension","Branded Drug","S","OMOP4939995","2020-07-31","2099-12-31",
43693223,"Clozapine 100 MG Oral Tablet [LEPONEX] by Novartis","Drug","RxNorm Extension","Marketed Product","S","OMOP948037","2017-08-24","2099-12-31",
43729108,"Clozapine 200 MG Oral Tablet [Clozapin Abz] by AbZ-Pharma","Drug","RxNorm Extension","Marketed Product","S","OMOP948100","2017-08-24","2099-12-31",
19099849,"clozapine 100 MG Oral Tablet [Ivax brand of clozapine]","Drug","RxNorm","Branded Drug","S","360368","1970-01-01","2099-12-31",
41261474,"Clozapine 25 MG Oral Tablet [Clozapin Neuraxpharm] Box of 50 by Neuraxpharm","Drug","RxNorm Extension","Marketed Product","S","OMOP2459436","2017-08-24","2099-12-31",
40744034,"Clozapine 25 MG Oral Tablet [Zaponex] Box of 500 by Leyden Delta B.V.","Drug","RxNorm Extension","Marketed Product","S","OMOP4713203","2018-06-04","2099-12-31",
41003779,"Clozapine 50 MG Oral Tablet [Clozapin 1a Pharma] Box of 20","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2201741","2017-08-24","2099-12-31",
2040004,"clozapine 50 MG Oral Tablet [CLZAPINE]","Drug","RxNorm Extension","Branded Drug","S","OMOP4939999","2020-07-31","2099-12-31",
40972395,"Clozapine 200 MG Oral Tablet [Clozapin Neuraxpharm] Box of 50","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2170357","2017-08-24","2099-12-31",
40972409,"Clozapine 50 MG Oral Tablet [Clozapin Biomo] Box of 50","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2170371","2017-08-24","2099-12-31",
41003771,"Clozapine 100 MG Oral Tablet [Clozapin Dura] Box of 50","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2201733","2017-08-24","2099-12-31",
36885893,"Clozapine 50 MG Oral Tablet Box of 100","Drug","RxNorm Extension","Clinical Drug Box","S","OMOP996212","2017-08-24","2099-12-31",
36258048,"Clozapine 25 MG Oral Tablet [LEPONEX] Box of 30","Drug","RxNorm Extension","Branded Drug Box","S","OMOP3108923","2017-10-01","2099-12-31",
41137084,"Clozapine 25 MG Oral Tablet [LEPONEX] Box of 50 by Kohlpharma","Drug","RxNorm Extension","Marketed Product","S","OMOP2335046","2017-08-24","2099-12-31",
41323975,"Clozapine 50 MG Oral Tablet [Clozapin Abz] Box of 100 by AbZ-Pharma","Drug","RxNorm Extension","Marketed Product","S","OMOP2521937","2017-08-24","2099-12-31",
994914,"Clozapine 200 MG Oral Tablet [Clozapin Glenmark] by Glenmark","Drug","RxNorm Extension","Marketed Product","S","OMOP4821426","2019-03-27","2099-12-31",
41086717,"Clozapine 100 MG Oral Tablet Box of 250","Drug","RxNorm Extension","Clinical Drug Box","S","OMOP2284679","2017-08-24","2099-12-31",
43293391,"Clozapine 50 MG Oral Tablet [Clopine] Box of 100","Drug","RxNorm Extension","Branded Drug Box","S","OMOP528911","2017-08-24","2099-12-31",
41034886,"Clozapine 50 MG Oral Tablet [Clozapin Neuraxpharm] Box of 250","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2232848","2017-08-24","2099-12-31",
41261468,"Clozapine 200 MG Oral Tablet [Clozapin Neuraxpharm] Box of 250 by Neuraxpharm","Drug","RxNorm Extension","Marketed Product","S","OMOP2459430","2017-08-24","2099-12-31",
40744043,"Clozapine 200 MG Oral Tablet [Denzapine] Box of 100 by Britannia","Drug","RxNorm Extension","Marketed Product","S","OMOP4713194","2018-06-04","2099-12-31",
43675499,"Clozapine 200 MG Oral Tablet [Clozapin Ratiopharm] by Ratiopharm","Drug","RxNorm Extension","Marketed Product","S","OMOP948093","2017-08-24","2099-12-31",
35411038,"Clozapine 25 MG Oral Tablet [LEPONEX] Box of 7 by Mylan","Drug","RxNorm Extension","Marketed Product","S","OMOP1144623","2017-08-24","2099-12-31",
43173275,"Clozapine 25 MG Oral Tablet Box of 7","Drug","RxNorm Extension","Clinical Drug Box","S","OMOP494421","2017-08-24","2099-12-31",
36260589,"Clozapine 25 MG Oral Tablet [Clozapin Sandoz] Box of 30","Drug","RxNorm Extension","Branded Drug Box","S","OMOP3111464","2017-10-01","2099-12-31",
41160322,"Clozapine 50 MG Oral Tablet [LEPONEX] Box of 500","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2358284","2017-08-24","2099-12-31",
40847971,"Clozapine 100 MG Oral Tablet [Clozapin Ratiopharm] Box of 50","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2045933","2017-08-24","2099-12-31",
41066002,"Clozapine 200 MG Oral Tablet [Clozapin Neuraxpharm] Box of 250","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2263964","2017-08-24","2099-12-31",
41105658,"Clozapine 50 MG Oral Tablet [Clozapin Sandoz] Box of 100 by Novartis","Drug","RxNorm Extension","Marketed Product","S","OMOP2303620","2017-08-24","2099-12-31",
40887236,"Clozapine 100 MG Oral Tablet [Clozapin Beta] Box of 100 by Betapharm","Drug","RxNorm Extension","Marketed Product","S","OMOP2085198","2017-08-24","2099-12-31",
41003768,"Clozapine 100 MG Oral Tablet [Elcrit] Box of 20","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2201730","2017-08-24","2099-12-31",
36787616,"Clozapine 100 MG Oral Tablet [LEPONEX] Box of 30 by Mylan","Drug","RxNorm Extension","Marketed Product","S","OMOP4775882","2018-09-01","2099-12-31",
41253523,"Clozapine 50 MG Oral Tablet [Clozapin Neuraxpharm] Box of 1000","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2451485","2017-08-24","2099-12-31",
40744042,"Clozapine 50 MG Oral Tablet [Denzapine] Box of 100","Drug","RxNorm Extension","Branded Drug Box","S","OMOP4713195","2018-06-04","2099-12-31",
40992981,"Clozapine 100 MG Oral Tablet Box of 1000","Drug","RxNorm Extension","Clinical Drug Box","S","OMOP2190943","2017-08-24","2099-12-31",
40980468,"Clozapine 200 MG Oral Tablet [Clozapin 1a Pharma] Box of 20 by 1 A","Drug","RxNorm Extension","Marketed Product","S","OMOP2178430","2017-08-24","2099-12-31",
21035414,"Clozapine 100 MG Oral Tablet Box of 500","Drug","RxNorm Extension","Clinical Drug Box","S","OMOP410078","2017-08-24","2099-12-31",
37592958,"Clozapine 25 MG Oral Tablet [Clozapin Glenmark] by Glenmark","Drug","RxNorm Extension","Marketed Product","S","OMOP4782399","2019-01-17","2099-12-31",
