cohort_id,time_id,covariate_id,sum_value,mean,sd,database_id
2379,4,1123618404,-5,-0.0172,0,database_schema
2379,1,40170911404,-5,-0.0172,0,database_schema
2379,1,1123618404,6,0.0206,0.1421,database_schema
2379,3,40170911404,-5,-0.0172,0,database_schema
2379,5,21600728404,22,0.0756,0.2644,database_schema
2379,5,21600713404,22,0.0756,0.2644,database_schema
2379,5,1123618404,6,0.0206,0.1421,database_schema
2379,7,1123618404,-5,-0.0172,0,database_schema
2379,10,21601333404,138,0.4742,0.4993,database_schema
2379,10,46275996404,138,0.4742,0.4993,database_schema
2379,10,46275999404,138,0.4742,0.4993,database_schema
2379,9,735979404,21,0.0722,0.2588,database_schema
2379,2,744740404,15,0.0515,0.2211,database_schema
2379,5,21604653404,15,0.0515,0.2211,database_schema
2379,5,744740404,15,0.0515,0.2211,database_schema
2379,10,21604653404,24,0.0825,0.2751,database_schema
2379,9,21604653404,14,0.0481,0.214,database_schema
2379,9,744740404,12,0.0412,0.1988,database_schema
2379,2,21604589404,47,0.1615,0.368,database_schema
2379,2,777221404,47,0.1615,0.368,database_schema
2379,1,777221404,54,0.1856,0.3888,database_schema
2379,3,777221404,42,0.1443,0.3514,database_schema
2379,10,21601939404,18,0.0619,0.2409,database_schema
2379,9,21601909404,38,0.1306,0.3369,database_schema
2379,9,21601908404,38,0.1306,0.3369,database_schema
2379,9,21601939404,7,0.0241,0.1532,database_schema
2379,2,21605171404,173,0.5945,0.491,database_schema
2379,2,21605204404,174,0.5979,0.4903,database_schema
2379,2,21605146404,165,0.567,0.4955,database_schema
2379,2,21602362404,37,0.1271,0.3331,database_schema
2379,2,21602202404,87,0.299,0.4578,database_schema
2379,2,21602196404,99,0.3402,0.4738,database_schema
2379,2,21602176404,148,0.5086,0.4999,database_schema
2379,2,21602169404,152,0.5223,0.4995,database_schema
2379,2,21601909404,44,0.1512,0.3582,database_schema
2379,2,21603553404,149,0.512,0.4999,database_schema
2379,2,21602391404,68,0.2337,0.4232,database_schema
2379,2,21602360404,112,0.3849,0.4866,database_schema
2379,2,21601168404,162,0.5567,0.4968,database_schema
2379,2,21600602404,29,0.0997,0.2995,database_schema
2379,2,21600600404,106,0.3643,0.4812,database_schema
2379,1,21605172404,187,0.6426,0.4792,database_schema
2379,1,21605145404,178,0.6117,0.4874,database_schema
2379,1,21605205404,188,0.646,0.4782,database_schema
2379,1,21605204404,188,0.646,0.4782,database_schema
2379,1,21605146404,178,0.6117,0.4874,database_schema
2379,1,21602359404,174,0.5979,0.4903,database_schema
2379,1,21602202404,98,0.3368,0.4726,database_schema
2379,1,21602176404,160,0.5498,0.4975,database_schema
2379,1,21602169404,164,0.5636,0.4959,database_schema
2379,1,21602143404,108,0.3711,0.4831,database_schema
2379,1,21602391404,79,0.2715,0.4447,database_schema
2379,1,21602360404,129,0.4433,0.4968,database_schema
2379,1,21602144404,92,0.3162,0.465,database_schema
2379,1,21601908404,50,0.1718,0.3772,database_schema
2379,1,21601168404,175,0.6014,0.4896,database_schema
2379,1,21601136404,193,0.6632,0.4726,database_schema
2379,1,21600600404,117,0.4021,0.4903,database_schema
2379,1,922570404,22,0.0756,0.2644,database_schema
2379,5,21605145404,158,0.543,0.4982,database_schema
2379,5,21603552404,143,0.4914,0.4999,database_schema
2379,5,21605205404,169,0.5808,0.4934,database_schema
2379,5,21605146404,158,0.543,0.4982,database_schema
2379,5,21602361404,105,0.3608,0.4802,database_schema
2379,5,21602202404,84,0.2887,0.4531,database_schema
2379,5,21602169404,145,0.4983,0.5,database_schema
2379,5,21602159404,155,0.5326,0.4989,database_schema
2379,5,21602143404,93,0.3196,0.4663,database_schema
2379,5,21603553404,142,0.488,0.4999,database_schema
2379,5,21602360404,105,0.3608,0.4802,database_schema
2379,5,21602144404,77,0.2646,0.4411,database_schema
2379,5,21601910404,19,0.0653,0.247,database_schema
2379,5,21601908404,39,0.134,0.3407,database_schema
2379,5,21601168404,154,0.5292,0.4991,database_schema
2379,5,21601167404,166,0.5704,0.495,database_schema
2379,10,21601910404,34,0.1168,0.3212,database_schema
2379,10,21600602404,55,0.189,0.3915,database_schema
2379,10,21600601404,56,0.1924,0.3942,database_schema
2379,4,21605187404,51,0.1753,0.3802,database_schema
2379,4,21605145404,43,0.1478,0.3549,database_schema
2379,4,21603552404,35,0.1203,0.3253,database_schema
2379,4,21603551404,65,0.2234,0.4165,database_schema
2379,4,21605205404,49,0.1684,0.3742,database_schema
2379,4,21605204404,49,0.1684,0.3742,database_schema
2379,4,21605189404,47,0.1615,0.368,database_schema
2379,4,21605188404,47,0.1615,0.368,database_schema
2379,4,21605146404,43,0.1478,0.3549,database_schema
2379,4,21602861404,70,0.2405,0.4274,database_schema
2379,4,21602819404,66,0.2268,0.4188,database_schema
2379,4,21602359404,59,0.2027,0.402,database_schema
2379,4,21602202404,20,0.0687,0.253,database_schema
2379,4,21602176404,34,0.1168,0.3212,database_schema
2379,4,21602169404,33,0.1134,0.3171,database_schema
2379,4,21601909404,14,0.0481,0.214,database_schema
2379,4,21602391404,15,0.0515,0.2211,database_schema
2379,4,21602360404,25,0.0859,0.2802,database_schema
2379,4,21602144404,20,0.0687,0.253,database_schema
2379,4,21601910404,6,0.0206,0.1421,database_schema
2379,4,21601168404,42,0.1443,0.3514,database_schema
2379,4,21601167404,47,0.1615,0.368,database_schema
2379,4,922570404,6,0.0206,0.1421,database_schema
2379,8,21603552404,34,0.1168,0.3212,database_schema
2379,8,21602861404,72,0.2474,0.4315,database_schema
2379,8,21602361404,25,0.0859,0.2802,database_schema
2379,8,21602359404,59,0.2027,0.402,database_schema
2379,8,21602176404,33,0.1134,0.3171,database_schema
2379,8,21602159404,40,0.1375,0.3443,database_schema
2379,8,21602143404,19,0.0653,0.247,database_schema
2379,8,21601909404,12,0.0412,0.1988,database_schema
2379,8,21602360404,24,0.0825,0.2751,database_schema
2379,8,21601910404,-5,-0.0172,0,database_schema
2379,8,21601908404,12,0.0412,0.1988,database_schema
2379,8,21601136404,54,0.1856,0.3888,database_schema
2379,8,21600602404,6,0.0206,0.1421,database_schema
2379,3,21603552404,98,0.3368,0.4726,database_schema
2379,3,21605205404,122,0.4192,0.4934,database_schema
2379,3,21602362404,21,0.0722,0.2588,database_schema
